rule,n_trades,symbols,mean_ret_1d,mean_ret_5d,hit_1d,hit_5d
long_only_mid_bucket_best_symbols_no_USO,171,"GLD,^GDAXI",0.0025686829743661196,0.010497836751082412,0.5614035087719298,0.6842105263157895
