Date,symbol,price,momentum_20d,trend_50_200,drawdown,belief_mean,price_score,belief_score,overlay_score,overlay_signal
2026-04-08,^GDAXI,24080.630859375,0.0286749170692122,-27.10583007812602,-0.0527141816395958,0.08925,0.4728311017320349,0.0624749999999999,0.3907598813856279,1
2026-04-08,SPY,676.010009765625,0.0009985811633916,13.387054443359377,-0.0253544720184747,0.0142999999999999,0.1973169943714295,0.0100099999999999,0.1598555954971436,0
2026-04-08,^VIX,21.040000915527344,-0.1560368769366129,4.1509001493453965,-0.5979361708517774,0.08925,-0.0882938108614874,0.0624749999999999,-0.0581400486891899,0
2026-04-08,QQQ,606.0900268554688,-0.0015067624827503,6.368135986328184,-0.0442516962542272,0.0142999999999999,-0.1349528109560209,0.0100099999999999,-0.1059602487648167,0
2026-04-08,USO,124.58000183105467,0.1768373428374283,19.42434997558594,-0.1033539683174215,0.08925,-0.2930641799349293,0.0624749999999999,-0.2219563439479434,0
2026-04-08,GLD,434.5299987792969,-0.0906750678033602,72.32350097656251,-0.1237547809488339,0.08925,-0.7566813183972867,0.0624749999999999,-0.5928500547178294,-1
