rule,n_trades,cost_per_trade,mean_ret_1d_after_cost,mean_ret_5d_after_cost,hit_1d_after_cost,hit_5d_after_cost
filtered_champion_after_cost,175,0.002,-0.000488534201995918,0.008925499277545842,0.49142857142857144,0.6057142857142858
